Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
体を鍛えている,きたえる,kitaeru,I am training my body.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,体を鍛えている。,I am training my body.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
不良品を返品する,へんぴん,henpin,Return a defective product.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,不良品を返品する。,Return a defective product.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
新商品が入荷した,にゅうか,nyuuka,New products have arrived.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,新商品が入荷した。,New products have arrived.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
世界中を旅したい,せかい,sekai,I want to travel all over the world.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,世界中を旅したい。,I want to travel all over the world.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
国内旅行が好きだ,こくない,kokunai,I like domestic travel.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,国内旅行が好きだ。,I like domestic travel.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
次の駅で下車する,げしゃ,gesha,I get off at the next station.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,次の駅で下車する。,I get off at the next station.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
社長の戻りを待つ,もどり,modori,I wait for the president's return.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,社長の戻りを待つ。,I wait for the president's return.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
自由を束縛される,そくばく,sokubaku,My freedom is restricted.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,自由を束縛される。,My freedom is restricted.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
ホテルを手配した,てはい,tehai,I arranged a hotel.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,ホテルを手配した。,I arranged a hotel.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
この道は幅が狭い,はば,haba,This road is narrow in width.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,この道は幅が狭い。,This road is narrow in width.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
税金が還付される,かんぷ,kanpu,The tax is refunded.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,税金が還付される。,The tax is refunded.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
音楽の素養がある,そよう,soyou,He has a foundation in music.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,音楽の素養がある。,He has a foundation in music.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
駅で案内してもらう,あんない,annai,I get directions at the station.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,駅で案内してもらう。,I get directions at the station.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
物価上昇を抑制する,よくせい,yokusei,Curb inflation.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,物価上昇を抑制する。,Curb inflation.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
来月から産休に入る,さんきゅう,sankyuu,I will start maternity leave next month.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,来月から産休に入る。,I will start maternity leave next month.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
夫も育休を取得した,いくきゅう,ikukyuu,My husband also took childcare leave.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,夫も育休を取得した。,My husband also took childcare leave.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
薬の作用で眠くなる,さよう,sayou,I get sleepy from the medicine's effect.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,薬の作用で眠くなる。,I get sleepy from the medicine's effect.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
痛みを医者に訴えた,うったえる,uttaeru,I complained of the pain to the doctor.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,痛みを医者に訴えた。,I complained of the pain to the doctor.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
痛みを薬で和らげた,やわらげる,yawarageru,I eased the pain with medicine.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,痛みを薬で和らげた。,I eased the pain with medicine.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
適度な運動が体にいい,てきど,tekido,Moderate exercise is good for the body.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,適度な運動が体にいい。,Moderate exercise is good for the body.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
入院した友人を見舞った,みまう,mimau,I visited my hospitalized friend.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,入院した友人を見舞った。,I visited my hospitalized friend.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
不眠不休で復旧作業にあたった,ふみんふきゅう,fumin fukyuu,They worked on the recovery without sleep or rest.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,不眠不休で復旧作業にあたった。,They worked on the recovery without sleep or rest.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
病院へ行く,びょういん,byouin,Go to the hospital.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,病院へ行く。,Go to the hospital.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
迅速に対応する,たいおう,taiou,Respond quickly.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,迅速に対応する。,Respond quickly.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
手数料がかかる,てすうりょう,tesuuryou,A handling fee is charged.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,手数料がかかる。,A handling fee is charged.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
木の影で休んだ,かげ,kage,I rested in the shade of a tree.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,木の影で休んだ。,I rested in the shade of a tree.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
体に異常はない,いじょう,ijou,There is nothing wrong with my body.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,体に異常はない。,There is nothing wrong with my body.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
電気が復旧した,ふっきゅう,fukkyuu,The power was restored.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,電気が復旧した。,The power was restored.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
祖母を介護する,かいごする,kaigo suru,I care for my grandmother.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,祖母を介護する。,I care for my grandmother.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
取扱いに注意する,とりあつかい,toriatsukai,Handle with care.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,取扱いに注意する。,Handle with care.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
足の痛みが取れた,いたみ,itami,The pain in my leg went away.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,足の痛みが取れた。,The pain in my leg went away.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
競争で優位に立つ,ゆうい,yuui,We gain the upper hand in competition.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,競争で優位に立つ。,We gain the upper hand in competition.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
眼鏡を外して休む,はずす,hazusu,I take off my glasses and rest.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,眼鏡を外して休む。,I take off my glasses and rest.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
手を離さないでね,はなす,hanasu,Don't let go of my hand.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,手を離さないでね。,Don't let go of my hand.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
冷淡な態度を取る,れいたん,reitan,He takes a cold attitude.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,冷淡な態度を取る。,He takes a cold attitude.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
元来、体が丈夫だ,がんらい,ganrai,I am naturally healthy.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,元来、体が丈夫だ。,I am naturally healthy.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
風邪の予防をする,よぼう,yobou,I take measures to prevent colds.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,風邪の予防をする。,I take measures to prevent colds.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
容疑者を検挙する,けんきょ,kenkyo,They arrest the suspect.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,容疑者を検挙する。,They arrest the suspect.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
この薬は効果がある,こうか,kouka,This medicine is effective.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,この薬は効果がある。,This medicine is effective.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
交通規制が行われた,きせい,kisei,Traffic restrictions were put in place.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,交通規制が行われた。,Traffic restrictions were put in place.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
手を上げて合図した,あいず,aizu,I signaled by raising my hand.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,手を上げて合図した。,I signaled by raising my hand.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
容疑者が逮捕された,たいほ,taiho,The suspect was arrested.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,容疑者が逮捕された。,The suspect was arrested.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
手軽に作れる料理だ,てがる,tegaru,It's a dish you can make easily.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,手軽に作れる料理だ。,It's a dish you can make easily.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
事実が歪んで伝わる,ゆがむ,yugamu,The facts are conveyed in a distorted way.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,事実が歪んで伝わる。,The facts are conveyed in a distorted way.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
弟を庇って叱られた,かばう,kabau,I got scolded for covering for my brother.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,弟を庇って叱られた。,I got scolded for covering for my brother.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
資料を全員に配った,くばる,kubaru,I handed out the materials to everyone.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,資料を全員に配った。,I handed out the materials to everyone.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
健康志向の人が増えた,しこう,shikou,Health-conscious people have increased.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,健康志向の人が増えた。,Health-conscious people have increased.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
高級品を取り扱う店だ,とりあつかう,toriatsukau,It's a store dealing in luxury goods.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,高級品を取り扱う店だ。,It's a store dealing in luxury goods.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
医師は骨折と見立てた,みたてる,mitateru,The doctor diagnosed it as a fracture.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,医師は骨折と見立てた。,The doctor diagnosed it as a fracture.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
ハンドルを右に回した,まわす,mawasu,I turned the handle to the right.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,ハンドルを右に回した。,I turned the handle to the right.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
舞台の演出を担当する,えんしゅつ,enshutsu,I handle the stage direction.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,舞台の演出を担当する。,I handle the stage direction.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
苦心の末に完成させた,くしん,kushin,He completed it after much hard effort.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,苦心の末に完成させた。,He completed it after much hard effort.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
体温を測ってください,たいおん,taion,Please take your temperature.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,体温を測ってください。,Please take your temperature.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
機先を制して発表した,きせんをせいする,kisen o seisuru,They forestalled others by making the announcement first.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,機先を制して発表した。,They forestalled others by making the announcement first.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
体に気をつけてください,からだ,karada,Please take care of yourself.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,体に気をつけてください。,Please take care of yourself.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
ゆっくり休んでください,ゆっくり,yukkuri,Please rest well.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,ゆっくり休んでください。,Please rest well.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
発病してから半年が経つ,はつびょう,hatsubyou,Half a year has passed since I got sick.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,発病してから半年が経つ。,Half a year has passed since I got sick.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
しっかりと手すりを握る,にぎる,nigiru,I grip the handrail firmly.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,しっかりと手すりを握る。,I grip the handrail firmly.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
伝統文化の再興を目指す,さいこう,saikou,They aim for the revival of traditional culture.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,伝統文化の再興を目指す。,They aim for the revival of traditional culture.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
こんばんは、寒いですね,こんばんは,konbanwa,"Good evening. It's cold, isn't it?",collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,こんばんは、寒いですね。,"Good evening. It's cold, isn't it?",,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
渾身の力を込めて投げた,こんしん,konshin,He threw with all his might.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,渾身の力を込めて投げた。,He threw with all his might.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
絵の具が混ざって濁った,まざる,mazaru,The paints mixed and got muddy.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,絵の具が混ざって濁った。,The paints mixed and got muddy.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
痛みに呻きながら耐えた,うめく,umeku,"He endured it, groaning in pain.",collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,痛みに呻きながら耐えた。,"He endured it, groaning in pain.",,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
首謀者として逮捕された,しゅぼうしゃ,shubousha,He was arrested as the ringleader.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,首謀者として逮捕された。,He was arrested as the ringleader.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
美術品を見る眼識がある,がんしき,ganshiki,He has a discerning eye for art.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,美術品を見る眼識がある。,He has a discerning eye for art.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
束の間の休息を楽しんだ,つかのまの,tsukanoma no,He enjoyed a momentary rest.,collocation,Health and the Body,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,束の間の休息を楽しんだ。,He enjoyed a momentary rest.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
納期を前倒しする,まえだおし,mae daoshi,Move up the delivery date.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,納期を前倒しする。,Move up the delivery date.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
不合格の知らせに落胆した,らくたん,rakutan,He was discouraged by the news of failure.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,不合格の知らせに落胆した。,He was discouraged by the news of failure.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
規則を守る,きそく,kisoku,I obey the rules.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,規則を守る。,I obey the rules.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
予定を伝える,つたえる,tsutaeru,I tell the schedule.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,予定を伝える。,I tell the schedule.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
結果を掲載する,けいさい,keisai,Publish the results.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,結果を掲載する。,Publish the results.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
手順を周知する,しゅうち,shuuchi,Make the procedures known to all.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,手順を周知する。,Make the procedures known to all.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
規約を適用する,てきよう,tekiyou,Apply the rules.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,規約を適用する。,Apply the rules.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
予定を変更する,へんこう,henkou,Change the schedule.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,予定を変更する。,Change the schedule.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
料金を改定する,かいてい,kaitei,Revise the fees.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,料金を改定する。,Revise the fees.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
日程を調整する,にってい,nittei,Adjust the schedule.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,日程を調整する。,Adjust the schedule.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
契約を更新した,こうしんする,koushin suru,I renewed the contract.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,契約を更新した。,I renewed the contract.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
結果を公表する,こうひょう,kouhyou,We announce the results publicly.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,結果を公表する。,We announce the results publicly.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
規則を遵守する,じゅんしゅする,junshu suru,We comply with the rules.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,規則を遵守する。,We comply with the rules.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
公金を横領する,おうりょう,ouryou,He embezzles public funds.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,公金を横領する。,He embezzles public funds.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
歓迎会を催した,もよおす,moyoosu,We held a welcome party.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,歓迎会を催した。,We held a welcome party.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
将来の夢を描く,えがく,egaku,I picture my future dreams.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,将来の夢を描く。,I picture my future dreams.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
施行期日を定める,しこうきじつ,shikou kijitsu,Set the effective date.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,施行期日を定める。,Set the effective date.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
行政の対応が遅い,ぎょうせい,gyousei,The government response is slow.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,行政の対応が遅い。,The government response is slow.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
展示会を開催する,かいさいする,kaisai suru,We hold an exhibition.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,展示会を開催する。,We hold an exhibition.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
土壇場で逆転した,どたんば,dotanba,They turned it around at the eleventh hour.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,土壇場で逆転した。,They turned it around at the eleventh hour.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
有効期限を確認する,きげん,kigen,Check the expiration date.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,有効期限を確認する。,Check the expiration date.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
明るい未来を信じる,みらい,mirai,Believe in a bright future.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,明るい未来を信じる。,Believe in a bright future.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
規則には従うべきだ,したがう,shitagau,You should obey the rules.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,規則には従うべきだ。,You should obey the rules.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
地域社会に貢献する,こうけんする,kouken suru,I contribute to the local community.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,地域社会に貢献する。,I contribute to the local community.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
世論が政治を動かす,よろん,yoron,Public opinion moves politics.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,世論が政治を動かす。,Public opinion moves politics.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
パスポートを更新する,こうしん,koushin,Renew my passport.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,パスポートを更新する。,Renew my passport.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
政府が市場に介入する,かいにゅう,kainyuu,The government intervenes in the market.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,政府が市場に介入する。,The government intervenes in the market.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
地域の人々と交流した,こうりゅう,kouryuu,I interacted with people in the community.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,地域の人々と交流した。,I interacted with people in the community.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
この規則に例外はない,れいがい,reigai,There is no exception to this rule.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,この規則に例外はない。,There is no exception to this rule.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
地域の催しに参加する,もよおし,moyooshi,I take part in a local event.,collocation,Society and Plans,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,地域の催しに参加する。,I take part in a local event.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
