Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
体が丈夫だ,からだがじょうぶだ,karada ga joubu da,to have a robust constitution,collocation,Health and the Body,neutral,丈夫だ can describe physical robustness; the body takes が.,昔から体が丈夫で大きな病気をしたことがない。,I have long had a robust constitution and have not had a major illness.,体が丈夫だと思っても必要な検診は受ける。,"Even if I think I am robust, I still receive appropriate health checks.",体が弱い: have a weak constitution / 健康状態が良い: be in good health,Use が with 丈夫だ. Avoid using constitution labels to dismiss symptoms or another person's limits.
風邪を予防する,かぜをよぼうする,kaze o yobou suru,to reduce the risk of catching or spreading a cold,collocation,Health and the Body,neutral,The illness targeted takes を with 予防する.,手洗いと咳エチケットで風邪を予防する。,I use handwashing and cough etiquette to reduce the risk of colds.,症状があるときは周囲への感染も考えて風邪を予防する行動を取る。,"When I have symptoms, I act to reduce transmission to others as well.",感染を防ぐ: prevent infection / 風邪をひく: catch a cold,Use を with 予防する. Follow current public-health guidance and consider people unable to use a particular measure.
検診を受ける,けんしんをうける,kenshin o ukeru,to undergo a health screening,collocation,Health and the Body,neutral,The examination received takes を with 受ける.,案内された時期に定期検診を受けた。,I underwent the regular health screening at the recommended time.,対象と利益・不利益を確認して検診を受ける。,"I confirm eligibility, benefits, and drawbacks before undergoing screening.",健康診断を受ける: have a health check / 精密検査を受ける: undergo detailed testing,"Use を with 受ける. Follow current, individualized screening guidance and arrange follow-up for abnormal results."
薬の効果が現れる,くすりのこうかがあらわれる,kusuri no kouka ga arawareru,for a medicine's effect to become apparent,collocation,Health and the Body,neutral,"の links the medicine and effect, and the effect appearing takes が.",服用してしばらくすると薬の効果が現れた。,The medicine's effect became apparent some time after I took it.,薬の効果が現れなくても自己判断で量を増やさない。,"Even if the effect does not appear, I do not increase the dose on my own.",この薬は効果がある: this medicine is effective / 副作用が現れる: a side effect appears,Use が with 現れる. Follow the product-specific instructions and consult a qualified clinician or pharmacist about response or adverse effects.
血圧を測る,けつあつをはかる,ketsuatsu o hakaru,to measure blood pressure,collocation,Health and the Body,neutral,The quantity measured takes を with 測る.,説明書どおりの姿勢で血圧を測った。,I measured my blood pressure in the posture specified by the instructions.,同じ条件で血圧を測り記録を医療者に見せる。,I measure blood pressure under consistent conditions and show the record to a clinician.,体温を測る: measure body temperature / 血圧を記録する: record blood pressure,Use を with 測る. Follow validated-device instructions and seek urgent care for concerning symptoms regardless of a home reading.
手を上げて合図する,てをあげてあいずする,te o agete aizu suru,to raise a hand as a signal,collocation,Health and the Body,neutral,"The body part moved takes を, and the te-form connects the action to signaling.",具合が悪くなり、手を上げて係員に合図した。,I began to feel ill and raised my hand to signal the attendant.,声が出しにくいときは手を上げて合図する。,"When speaking is difficult, I raise my hand to signal.",声を出して助けを求める: call out for help / 手を振って知らせる: wave to alert someone,"Use を with 上げる. Establish accessible alternative signals in care, sport, work, and emergency settings."
症状が確認される,しょうじょうがかくにんされる,shoujou ga kakunin sareru,for a symptom to be observed or confirmed,collocation,Health and the Body,neutral,The observed symptom takes が in the passive construction.,診察で皮膚の症状が確認された。,A skin symptom was observed during the examination.,症状が確認されても検査結果と合わせて判断する。,"Even when a symptom is observed, it is interpreted together with test results.",症状を確認する: check a symptom / 病気が診断される: a disease is diagnosed,"Use が in the passive. Keep observation, test result, differential assessment, and diagnosis distinct."
手軽に作れる食事,てがるにつくれるしょくじ,tegaru ni tsukureru shokuji,a meal that is easy to prepare,collocation,Health and the Body,neutral,"手軽に modifies 作れる and means requiring relatively little effort, time, skill, or equipment.",疲れた日でも手軽に作れる食事を選んだ。,I chose a meal that was easy to prepare even on a tiring day.,材料と栄養表示を見て手軽に作れる食事を選ぶ。,I check the ingredients and nutrition label when choosing an easy-to-prepare meal.,簡単に作れる料理: a dish that is easy to make / 調理済みの食事: a prepared meal,"Use に to make 手軽 adverbial before the verb. Match food to individual allergies, swallowing needs, and medical advice."
体のバランスが崩れる,からだのばらんすがくずれる,karada no baransu ga kuzureru,to lose one's physical balance,collocation,Health and the Body,neutral,"の links the body and balance, and the state that breaks down takes が.",急に立ち上がると体のバランスが崩れた。,I lost my balance when I stood up suddenly.,突然体のバランスが崩れて立てないときは助けを求める。,"If I suddenly lose balance and cannot stand, I seek help.",バランスを崩す: lose one's balance / ふらつく: feel or move unsteadily,Use が with intransitive 崩れる. Sudden severe unsteadiness can be an emergency warning sign.
患部をかばって歩く,かんぶをかばってあるく,kanbu o kabatte aruku,to walk while protecting an injured area,collocation,Health and the Body,neutral,"The injured part protected takes を, and the te-form links the protective action to walking.",足首を痛め、患部をかばって歩いていた。,I had hurt my ankle and was walking while favoring the injured area.,患部をかばって歩く状態が続くので医療機関に相談した。,I sought medical advice because I kept walking while favoring the injured area.,足を引きずって歩く: walk with a limp / 患部を動かさない: keep the injured part still,"Use を with かばう. Significant injury, inability to bear weight, deformity, or severe pain needs appropriate assessment."
検査結果を本人に渡す,けんさけっかをほんにんにわたす,kensa kekka o honnin ni watasu,to give test results to the person concerned,collocation,Health and the Body,neutral,The document transferred takes を and the recipient takes に.,本人確認をしてから検査結果を本人に渡した。,I verified the person's identity before giving them the test results.,封筒に入れて検査結果を本人に渡す。,I place the test results in an envelope and give them to the person concerned.,検査結果を説明する: explain test results / 資料を全員に配る: distribute materials to everyone,"Use を for the results and に for the recipient. Follow current identity, consent, proxy, privacy, and record-access rules."
健康志向が高まる,けんこうしこうがたかまる,kenkou shikou ga takamaru,for interest in health-oriented choices to grow,collocation,Health and the Body,neutral,健康志向 refers to a tendency to prioritize perceived health; the tendency increasing takes が.,利用者の間で健康志向が高まっている。,Interest in health-oriented choices is growing among users.,健康志向が高まっても広告の根拠を確認する。,"Even as health interest grows, I check the evidence behind advertising claims.",健康志向を高める: increase health consciousness / 健康への関心が高まる: interest in health grows,Use が with intransitive 高まる. Do not turn a market trend into a medical recommendation.
医薬品を取り扱う,いやくひんをとりあつかう,iyakuhin o toriatsukau,to handle or deal in medicines,collocation,Health and the Body,neutral,"The goods handled take を with 取り扱う; the verb can cover storage, sale, supply, transport, and administration depending on context.",許可を受けた施設で医薬品を取り扱っている。,The licensed facility handles medicines.,温度と記録の要件に従って医薬品を取り扱う。,We handle medicines according to temperature and recordkeeping requirements.,医薬品を販売する: sell medicines / 薬を保管する: store medicine,"Use を with 取り扱う. Verify current medicine-specific and jurisdiction-specific licensing, storage, labeling, and traceability rules."
骨折の疑いがある,こっせつのうたがいがある,kossetsu no utagai ga aru,for a fracture to be suspected,collocation,Health and the Body,neutral,"Xの疑いがある marks a possibility requiring assessment, not a confirmed diagnosis.",強い痛みと変形があり骨折の疑いがある。,The severe pain and deformity raise suspicion of a fracture.,骨折の疑いがある部位を無理に動かさず助けを求める。,I avoid moving the area unnecessarily and seek help when a fracture is suspected.,骨折と診断される: be diagnosed with a fracture / 骨折を疑う: suspect a fracture,"Use の before 疑い and が with ある. Deformity, severe pain, open injury, loss of circulation or sensation, or major trauma needs urgent assessment."
肩をゆっくり回す,かたをゆっくりまわす,kata o yukkuri mawasu,to roll one's shoulders slowly,collocation,Health and the Body,neutral,The body part moved takes を and ゆっくり describes manner.,痛みのない範囲で肩をゆっくり回した。,I rolled my shoulders slowly within a pain-free range.,専門家の指示に従って肩をゆっくり回す。,I roll my shoulders slowly according to professional instructions.,肩を動かす: move the shoulder / 腕を回す: circle one's arm,"Use を with 回す. Stop and seek appropriate advice for sharp pain, weakness, numbness, trauma, or worsening symptoms."
治療を担当する,ちりょうをたんとうする,chiryou o tantou suru,to be responsible for treatment,collocation,Health and the Body,neutral,The work assigned takes を with 担当する; the responsible person can take が.,専門の医師が治療を担当している。,A specialist physician is responsible for the treatment.,複数の職種が役割を分けて治療を担当する。,Several professions divide responsibilities for treatment.,診療を担当する: be responsible for clinical care / 治療チームに加わる: join the treatment team,"Use を with 担当する. Titles, scope of practice, consent, and responsibility depend on the actual care setting."
苦心の末に回復する,くしんのすえにかいふくする,kushin no sue ni kaifuku suru,to recover after great difficulty and effort,collocation,Health and the Body,neutral,Xの末に marks the result reached after a prolonged process; 苦心 stresses effort and hardship.,長い治療と支援を受け、苦心の末に回復した。,"After prolonged treatment and support, the person recovered with great difficulty.",苦心の末に回復したという表現を本人の経験に合わせて使う。,I use the phrase 'recovered after great difficulty' only when it matches the person's experience.,治療の末に回復する: recover after treatment / 徐々に回復する: recover gradually,Use の末に as a unit. Avoid turning illness outcomes into moral judgments about effort or attitude.
体温を測る,たいおんをはかる,taion o hakaru,to measure body temperature,collocation,Health and the Body,neutral,The quantity measured takes を with 測る.,説明書を読んで同じ方法で体温を測った。,I read the instructions and measured my temperature using the same method.,症状と時刻も一緒に記録して体温を測る。,I measure my temperature and record the symptoms and time as well.,"熱を測る: take one's temperature, conversational / 体温を記録する: record body temperature","Use を with 測る. Follow the device instructions and seek care based on the overall condition, not one number alone."
症状の悪化を防ぐ,しょうじょうのあっかをふせぐ,shoujou no akka o fusegu,to prevent symptoms from worsening,collocation,Health and the Body,neutral,"の links the symptoms and worsening, and the event prevented takes を.",医療者の指示に従って症状の悪化を防いだ。,I followed the clinician's instructions to prevent the symptoms from worsening.,急な変化を記録しながら症状の悪化を防ぐ方法を相談する。,I record sudden changes and ask how to prevent the symptoms from worsening.,症状が悪化する: symptoms worsen / 重症化を防ぐ: prevent progression to severe disease,Use を with 防ぐ. Emergency warning signs require prompt local emergency guidance rather than routine prevention steps.
体に気をつける,からだにきをつける,karada ni ki o tsukeru,to take care of one's health,collocation,Health and the Body,neutral,Xに気をつける is an idiom meaning to pay attention or take care regarding X.,忙しい時期だからこそ体に気をつけている。,I make an extra effort to take care of my health during busy periods.,『体に気をつけて』だけでなく必要な支援も尋ねる。,"Rather than only saying 'take care,' I also ask what support is needed.","健康に気をつける: take care of one's health / お体に気をつけてください: please take care, polite","Use に for the concern and を in the fixed noun 気を. Add specific, evidence-based guidance only when qualified and appropriate."
ゆっくり休む,ゆっくりやすむ,yukkuri yasumu,to rest properly and without rushing,collocation,Health and the Body,neutral,"ゆっくり adverbially describes unhurried, ample rest.",疲れを感じたので家でゆっくり休んだ。,"I felt tired, so I rested properly at home.",ゆっくり休んでも強い症状が続くなら相談する。,"If severe symptoms continue despite rest, I seek advice.","十分に休む: rest adequately / 安静にする: rest and avoid exertion, medical/formal","Use ゆっくり directly without に. Follow urgent guidance for severe, sudden, or worsening symptoms."
発症から半年が経つ,はっしょうからはんとしがたつ,hasshou kara hantoshi ga tatsu,for six months to have passed since symptom onset,collocation,Health and the Body,neutral,"から marks the starting event, and the elapsed period takes が with 経つ.",最初の症状が出た発症から半年が経った。,Six months have passed since the first symptoms appeared.,記録を確認して発症から半年が経つ時点を数えた。,I checked the records to calculate the point six months after onset.,診断から半年が経つ: six months pass since diagnosis / 発病してから半年が経つ: six months pass since becoming ill,"Use から for the starting point. Define how onset is determined when dates affect research, benefits, or treatment."
手すりをしっかり握る,てすりをしっかりにぎる,tesuri o shikkari nigiru,to hold a handrail firmly,collocation,Health and the Body,neutral,The object gripped takes を and しっかり describes a secure manner.,階段では手すりをしっかり握った。,I held the handrail firmly on the stairs.,足元を確認しながら手すりをしっかり握る。,I hold the handrail firmly while watching my footing.,手すりにつかまる: hold on to a handrail / 手すりから手を離す: let go of the rail,Use を with 握る and に with つかまる. Provide appropriate assistance and accessible alternatives.
機能の回復を目指す,きのうのかいふくをめざす,kinou no kaifuku o mezasu,to aim to restore function,collocation,Health and the Body,neutral,"の links the function and recovery, and the target aimed for takes を.",本人の目標に合わせて手の機能の回復を目指した。,We aimed to restore hand function in line with the person's goals.,医療者と相談しながら無理なく機能の回復を目指す。,I work toward functional recovery at a manageable pace with clinical guidance.,機能を改善する: improve function / 生活の質を高める: improve quality of life,Use を with 目指す. Set individualized goals without promising a specific recovery outcome.
寒さを感じる,さむさをかんじる,samusa o kanjiru,to feel cold,collocation,Health and the Body,neutral,The sensation perceived takes を with 感じる.,部屋に入っても強い寒さを感じた。,I still felt intensely cold after entering the room.,震えを伴う寒さを感じるときは体温と他の症状も確認する。,"When I feel cold with shivering, I also check my temperature and other symptoms.",寒いと感じる: feel that it is cold / 体が冷える: become chilled,"Use を with 感じる. Seek appropriate help for severe exposure, confusion, breathing difficulty, or other alarming symptoms."
全身の力を込める,ぜんしんのちからをこめる,zenshin no chikara o komeru,to put one's whole-body strength into an action,collocation,Health and the Body,neutral,力を込める means deliberately applying force; 全身の specifies its source or extent.,重い物を動かそうとして全身の力を込めた。,I put my whole-body strength into trying to move the heavy object.,全身の力を込める前に安全な方法と補助具を確認する。,"Before using whole-body force, I check a safe method and assistive equipment.","力を入れる: exert force / 渾身の力を込める: put in every ounce of strength, literary",Use を with 込める. Do not lift beyond ability; follow trained manual-handling guidance.
視界がかすむ,しかいがかすむ,shikai ga kasumu,for one's vision to become blurred or hazy,collocation,Health and the Body,neutral,The visual field undergoing the change takes が with かすむ.,突然視界がかすみ、文字が読みにくくなった。,"My vision suddenly became blurred, and the text was hard to read.",突然視界がかすむ場合は運転をやめて助けを求める。,"If my vision suddenly blurs, I stop driving and seek help.",目がかすむ: have blurred vision / 視界が狭くなる: one's visual field narrows,"Use が with かすむ. Sudden vision change, double vision, weakness, speech trouble, or severe headache can require emergency care."
痛みに耐える,いたみにたえる,itami ni taeru,to endure pain,collocation,Health and the Body,neutral,The hardship endured takes に with 耐える.,助けが来るまで動かず強い痛みに耐えた。,I stayed still and endured severe pain until help arrived.,強い痛みに耐え続けず医療機関に相談する。,I seek medical advice rather than continuing to endure severe pain.,痛みを我慢する: put up with pain / 痛みを和らげる: ease pain,Use に with 耐える. Sudden or severe pain and pain with emergency warning signs require prompt assessment.
緊急手術を受ける,きんきゅうしゅじゅつをうける,kinkyuu shujutsu o ukeru,to undergo emergency surgery,collocation,Health and the Body,neutral,The procedure received takes を with 受ける.,検査のあと医師の説明を受けて緊急手術を受けた。,"After testing and an explanation from the physician, the patient underwent emergency surgery.",緊急手術を受ける前に可能な範囲で本人確認と説明を行う。,"Before emergency surgery, identity and explanation are addressed as far as circumstances allow.",手術を受ける: undergo surgery / 緊急処置を受ける: receive emergency treatment,"Use を with 受ける. Clinical decisions and consent follow the actual emergency, law, capacity, and professional standards."
左右の見え方を比べる,さゆうのみえかたをくらべる,sayuu no miekata o kuraberu,to compare vision between the two eyes,collocation,Health and the Body,neutral,"の links left and right with the manner of seeing, and the compared item takes を.",片目ずつ隠して左右の見え方を比べた。,I covered one eye at a time and compared how each eye saw.,急に左右の見え方が変わったら比べるだけで済ませず助けを求める。,"If vision suddenly differs between the eyes, I seek help rather than stopping at a comparison.",視力を測る: measure visual acuity / 見え方の違いに気づく: notice a difference in vision,"Use を with 比べる. Sudden loss, narrowing, double vision, or neurological symptoms can be an emergency."
束の間の休息を取る,つかのまのきゅうそくをとる,tsukanoma no kyuusoku o toru,to take a brief respite,collocation,Health and the Body,neutral,束の間の means lasting only a short while; the rest taken takes を.,長い介護の合間に束の間の休息を取った。,I took a brief respite during a long period of caregiving.,束の間の休息を取るだけでなく継続的な支援も利用する。,I use ongoing support rather than relying only on brief respites.,短い休憩を取る: take a short break / 十分な休息を取る: get adequate rest,"Use の before 休息 and を with 取る. In ordinary prose, 短い休憩 is clearer."
納期を前倒しする,のうきをまえだおしする,nouki o maedaoshi suru,to move a delivery deadline earlier,collocation,Society and Plans,neutral,The deadline moved earlier takes を with 前倒しする.,顧客と合意して納期を一週間前倒しした。,"With the customer's agreement, we moved the delivery deadline forward by one week.",必要な人員を確認してから納期を前倒しする。,We check the required staffing before moving the deadline forward.,納期を延期する: postpone a deadline / 作業を前倒しする: move work forward,"Use を with 前倒しする. Record agreement, revised scope, dependencies, and consequences."
予定が白紙になる,よていがはくしになる,yotei ga hakushi ni naru,for a plan to be canceled or reset completely,collocation,Society and Plans,neutral,白紙になる is an idiom meaning returning to an undecided state; the plan takes が.,会場が使えなくなり来月の予定が白紙になった。,Next month's plan was scrapped when the venue became unavailable.,予定が白紙になった理由と今後の連絡方法を伝える。,We explain why the plan was reset and how updates will be communicated.,予定が中止になる: the event is canceled / 計画を白紙に戻す: return a plan to square one,Use が with なる and を with the transitive 戻す pattern. Avoid the phrase when the plan is only postponed.
規則を守る,きそくをまもる,kisoku o mamoru,to follow a rule,collocation,Society and Plans,neutral,守る conventionally pairs with rules and promises to mean observing them.,施設を利用するときは安全の規則を守る。,I follow the safety rules when using the facility.,規則を守るだけでなく目的と例外も確認する。,I check the purpose and exceptions rather than merely following the rule.,規則に従う: comply with a rule / 規則を破る: break a rule,"Use を with 守る. Verify the rule's current text, scope, authority, and accommodation or appeal process."
予定を伝える,よていをつたえる,yotei o tsutaeru,to tell someone one's plans or schedule,collocation,Society and Plans,neutral,The information conveyed takes を and the recipient can take に.,家族に帰宅の予定を伝えた。,I told my family when I expected to return home.,未確定の部分を明示して予定を伝える。,I state what remains tentative when sharing the plan.,予定を共有する: share a schedule / 変更を知らせる: notify someone of a change,Use を for the information and に for the recipient. Mark tentative times clearly.
結果を掲載する,けっかをけいさいする,kekka o keisai suru,to publish results in a document or online,collocation,Society and Plans,neutral,The content published takes を and the publication location can take に.,方法と対象者数を添えて調査結果をウェブサイトに掲載した。,We published the survey results on the website with the method and sample size.,個人を特定できない形で結果を掲載する。,We publish the results in a form that does not identify individuals.,結果を公表する: make results public / 記事を掲載する: publish an article,"Use を for the content and に for the medium. Verify privacy, consent, source, copyright, and correction procedures."
手順を周知する,てじゅんをしゅうちする,tejun o shuuchi suru,to make a procedure known to everyone concerned,collocation,Society and Plans,neutral,The information disseminated takes を; 周知する implies reaching the relevant population broadly.,変更点を強調して新しい手順を周知した。,"We communicated the new procedure, highlighting what had changed.",理解度を確認しながら手順を周知する。,We communicate the procedure and check understanding.,手順を共有する: share a procedure / 変更を通知する: notify people of a change,"Use を with 周知する. Define the audience, channels, accessible formats, effective date, and acknowledgement method."
規約を適用する,きやくをてきようする,kiyaku o tekiyou suru,to apply terms or rules,collocation,Society and Plans,neutral,"The rule set applied takes を, and the case receiving it can take に.",申込日当時の規約を契約に適用した。,We applied the terms in effect on the application date to the contract.,規約を適用する前に版と同意記録を確認する。,"Before applying the terms, we check the version and consent record.",規約が適用される: the terms apply / 法律を適用する: apply a law,"Use を with transitive 適用する. Verify current law, version, notice, consent, hierarchy, and consumer protections."
予定を変更する,よていをへんこうする,yotei o henkou suru,to change a plan or schedule,collocation,Society and Plans,neutral,The plan altered takes を with 変更する.,天候のため午後の予定を変更した。,We changed the afternoon plan because of the weather.,関係者に連絡してから予定を変更する。,I contact those affected before changing the plan.,予定が変更になる: the schedule is changed / 予定を取り消す: cancel a plan,"Use を with the transitive verb. Confirm linked bookings, deadlines, and responsibilities."
料金を改定する,りょうきんをかいていする,ryoukin o kaitei suru,to revise a fee or tariff,collocation,Society and Plans,neutral,The formally revised fee takes を with 改定する.,原価と利用者への影響を検討して料金を改定した。,We revised the fee after considering costs and the effect on users.,適用日と解約条件を知らせて料金を改定する。,We state the effective date and cancellation terms when revising the fee.,料金を変更する: change a fee / 価格を改定する: revise a price,"Use を with 改定する. Verify current approval, filing, contract, notice, and consumer-protection requirements."
日程を調整する,にっていをちょうせいする,nittei o chousei suru,to coordinate or adjust a schedule,collocation,Society and Plans,neutral,The schedule coordinated takes を; counterparts may take と.,参加者の都合を聞いて会議の日程を調整した。,We coordinated the meeting schedule after asking about participants' availability.,時差と休業日を考慮して日程を調整する。,We coordinate the schedule while considering time zones and holidays.,日程を変更する: change the schedule / 予定をすり合わせる: align schedules,"Use を with 調整する. Record the confirmed zone, date, time, participants, and deadline for response."
契約を更新する,けいやくをこうしんする,keiyaku o koushin suru,to renew a contract,collocation,Society and Plans,neutral,The agreement renewed takes を with 更新する.,条件と期間を確認して契約を更新した。,We renewed the contract after checking its terms and duration.,自動更新の期限前に契約を更新するか判断する。,We decide whether to renew before the automatic-renewal deadline.,契約が更新される: the contract is renewed / 契約を延長する: extend a contract,"Use を with 更新する. Verify current terms, notice, authority, renewal mechanism, cancellation, and applicable law."
結果を公表する,けっかをこうひょうする,kekka o kouhyou suru,to announce results publicly,collocation,Society and Plans,neutral,The information made public takes を with 公表する.,集計方法を説明して選考結果を公表した。,We announced the selection results and explained the tabulation method.,異議申立ての方法も示して結果を公表する。,We publish the results together with the appeal procedure.,結果を掲載する: publish results in a medium / 結果を発表する: announce results,"Use を with 公表する. State authority, method, date, scope, privacy controls, and correction or appeal route."
規則を遵守する,きそくをじゅんしゅする,kisoku o junshu suru,to comply with rules,collocation,Society and Plans,neutral,"The rule observed takes を; 遵守する is formal and common in legal, compliance, and organizational writing.",担当者は安全に関する規則を遵守した。,The person in charge complied with the safety rules.,最新版を確認して規則を遵守する。,We check the latest version and comply with the rules.,"規則を守る: follow rules, everyday wording / 法令を遵守する: comply with laws and regulations","Use を with 遵守する. Verify authority, version, scope, exceptions, and conflict with higher norms."
公金の使途を公開する,こうきんのしとをこうかいする,koukin no shito o koukai suru,to disclose how public money is used,collocation,Society and Plans,neutral,"の links public funds and their use, and the information disclosed takes を.",自治体は事業ごとに公金の使途を公開した。,The municipality disclosed how public money was used for each program.,機械で読める形式でも公金の使途を公開する。,We disclose public spending in a machine-readable format as well.,支出内訳を公表する: publish an expenditure breakdown / 公金を横領する: embezzle public money,"Use を with 公開する. Protect legitimately confidential data while providing scope, period, definitions, and correction history."
歓迎会を催す,かんげいかいをもよおす,kangeikai o moyoosu,to hold a welcome gathering,collocation,Society and Plans,neutral,The event held takes を with 催す; the verb is somewhat formal.,新しい参加者の希望を聞いて歓迎会を催した。,We held a welcome gathering after asking what the new participants wanted.,参加しない選択も示したうえで歓迎会を催す。,We make nonparticipation an explicit option when holding the welcome event.,歓迎会を開く: hold a welcome party / 歓迎会に参加する: attend a welcome gathering,"Use を with 催す. Provide accessible, inclusive, voluntary formats and clarify costs and working-time treatment."
将来像を描く,しょうらいぞうをえがく,shouraizou o egaku,to envision a future state,collocation,Society and Plans,neutral,描く metaphorically means forming a concrete picture of a desired future.,地域の人と十年後の将来像を描いた。,We envisioned the community ten years from now with local residents.,複数の可能性を比べながら将来像を描く。,We envision the future while comparing several possibilities.,将来の夢を描く: dream about the future / 将来計画を立てる: make a future plan,"Use を with 描く. Identify participants, assumptions, conflicts, resources, and measures that connect vision to action."
施行期日を定める,しこうきじつをさだめる,shikou kijitsu o sadameru,to set an effective date,collocation,Society and Plans,neutral,The date formally fixed takes を with 定める.,準備期間を考慮して新制度の施行期日を定めた。,The effective date of the new system was set after considering preparation time.,経過措置と合わせて施行期日を定める。,We set the effective date together with transitional measures.,施行期日が定まる: the effective date is settled / 施行日を延期する: postpone the effective date,"Use を with 定める. Verify the enacted text, supplementary provisions, amendments, authority, and current e-Gov version."
行政が対応する,ぎょうせいがたいおうする,gyousei ga taiou suru,for a public authority to respond,collocation,Society and Plans,neutral,"The responding institution takes が, while the matter addressed can take に.",住民からの相談に行政が対応した。,The public authority responded to inquiries from residents.,担当部署を明らかにして行政が対応する。,The public authority responds and identifies the responsible department.,行政の対応が遅い: the administrative response is slow / 自治体が対応する: the local government responds,"Use が with 対応する and に for the issue. Distinguish acknowledgement, investigation, decision, remedy, and completion."
展示会を開催する,てんじかいをかいさいする,tenjikai o kaisai suru,to hold an exhibition or trade show,collocation,Society and Plans,neutral,The event held takes を with 開催する.,地域の作家を紹介する展示会を開催した。,We held an exhibition introducing local artists.,作品の許諾と返却条件を決めて展示会を開催する。,We obtain permissions and set return conditions before holding the exhibition.,展示会が開催される: an exhibition is held / 作品を展示する: display works,"Use を with the transitive verb. Record rights, loans, access, safety, sales, and cancellation responsibilities."
土壇場で計画を変更する,どたんばでけいかくをへんこうする,dotanba de keikaku o henkou suru,to change a plan at the last moment,collocation,Society and Plans,neutral,"土壇場で means at the final, critical moment; the plan altered takes を.",会場の故障が分かり土壇場で計画を変更した。,We changed the plan at the last moment after discovering a venue failure.,土壇場で計画を変更した理由と影響を記録する。,We record why the plan changed at the last moment and what it affected.,直前に予定を変更する: change plans immediately beforehand / 土壇場で逆転する: reverse the outcome at the last moment,"Use で after 土壇場. Notify affected people and preserve safety, consent, and refund rights."
有効期限を確認する,ゆうこうきげんをかくにんする,yuukou kigen o kakunin suru,to check an expiration or validity date,collocation,Society and Plans,neutral,The date or period checked takes を; 有効期限 identifies when validity ends.,利用する前に証明書の有効期限を確認した。,I checked the document's expiration date before using it.,年月日と時刻まで含めて有効期限を確認する。,I check the validity deadline down to the date and time.,使用期限を確認する: check a use-by date / 契約期間を確認する: check a contract term,Use を with 確認する. Check the issuer's current record when status can change independently of the printed date.
明るい未来を描く,あかるいみらいをえがく,akarui mirai o egaku,to envision a hopeful future,collocation,Society and Plans,neutral,"明るい metaphorically means hopeful or promising, and the envisioned future takes を.",課題を隠さずに明るい未来を描いた。,We envisioned a hopeful future without hiding the problems.,実行できる小さな目標から明るい未来を描く。,We envision a hopeful future starting with small actionable goals.,未来を信じる: believe in the future / 将来像を描く: envision a future state,Use を with 描く. Connect aspiration to responsible action and measurable outcomes.
規則に従う,きそくにしたがう,kisoku ni shitagau,to follow a rule,collocation,Society and Plans,neutral,The rule followed takes に with 従う.,利用者は施設の安全規則に従った。,Users followed the facility's safety rules.,規則に従う前に適用範囲と最新版を確認する。,"Before following a rule, I check its scope and current version.",規則を守る: observe a rule / 指示に従う: follow an instruction,"Use に with 従う. Use lawful reporting, accommodation, and appeal routes when a rule creates harm or conflict."
地域社会に貢献する,ちいきしゃかいにこうけんする,chiiki shakai ni kouken suru,to contribute to the local community,collocation,Society and Plans,neutral,The beneficiary takes に with 貢献する.,住民の希望を聞いて地域社会に貢献する活動を始めた。,We began an activity that contributed to the local community after hearing residents' wishes.,成果と負担を住民と検証して地域社会に貢献する。,We assess benefits and burdens with residents while contributing to the community.,地域に役立つ: benefit the community / 地域活動に参加する: participate in community activities,"Use に with 貢献する. Define community, consent, outcome, and who bears the cost."
世論が政治を動かす,よろんがせいじをうごかす,yoron ga seiji o ugokasu,for public opinion to influence politics,collocation,Society and Plans,neutral,The influencing force takes が and the system affected takes を with 動かす.,大規模な抗議をきっかけに世論が政治を動かした。,Public opinion influenced politics after large protests.,一つの調査だけで世論が政治を動かしたと断定しない。,We do not conclude from one survey that public opinion drove political change.,世論が変わる: public opinion changes / 政治に影響を与える: influence politics,"Use が for the influence and を for the affected domain. Cite dated, representative evidence and separate correlation from causation."
パスポートを更新する,ぱすぽーとをこうしんする,pasupooto o koushin suru,to renew a passport,collocation,Society and Plans,neutral,The document being renewed takes を with 更新する.,有効期限を確かめて早めにパスポートを更新した。,I checked the expiration date and renewed my passport early.,渡航日が決まる前にパスポートを更新する。,I will renew my passport before fixing my travel date.,パスポートを申請する: apply for a passport / 情報を更新する: update information,Use を for the item renewed. Check the current official procedure rather than treating the example as procedural advice.
市場に介入する,しじょうにかいにゅうする,shijou ni kainyuu suru,to intervene in a market,collocation,Society and Plans,neutral,The sphere entered or affected takes に with 介入する.,政府が急激な混乱を抑えるため市場に介入した。,The government intervened in the market to curb sudden disruption.,市場に介入する前後の指標を分けて検証する。,We assess the indicators before and after intervening in the market separately.,市場を規制する: regulate a market / 取引に介入する: intervene in a transaction,"Use に, not を, with 介入する. State the actor, instrument, date, and observed result when making a policy claim."
